index,language,difficulty,success,cleanliness_score,comment_ratio,long_line_ratio,avg_line_length,indent_entropy,identifier_style_mix,title
3331,scala,hard,0,82.17,0.0556,0.0,40.67,1.755,4,Implement an account filtering system in Scala that filters a list of accounts based on various criteria. The system should support filtering by:
3332,scala,hard,0,80.53,0.1143,0.0,39.23,2.409,4,Window Position Calculator
3333,scala,hard,0,79.43,0.0685,0.0137,34.74,2.226,3,Class Requirements
3334,scala,hard,1,82.47,0.186,0.0,44.84,2.206,4,Class Requirements
3335,scala,hard,1,88.6,0.3095,0.0,42.24,1.549,4,Mastery Management System
3336,scala,medium,0,76.22,0.0515,0.0103,33.84,2.431,4,Class Requirements
3337,scala,hard,0,78.36,0.2273,0.0341,43.6,1.785,4,OAuth Scope Settings Upgrader
3338,scala,hard,0,84.3,0.2712,0.0,39.14,2.385,4,Class Requirements
3339,scala,hard,0,78.14,0.1818,0.0341,45.99,2.253,4,String Composition Problem
3340,scala,hard,1,80.86,0.0364,0.0,42.44,2.145,3,Course Management System
3341,scala,easy,0,91.78,0.386,0.0,39.12,1.45,4,Menu Management System for GUI Applications
3342,scala,hard,1,80.35,0.2,0.0267,41.44,1.933,4,UML Association Validator
3343,scala,hard,1,88.01,0.2593,0.037,41.26,1.501,3,FizzBuzz Implementation with Custom Strings
3344,scala,hard,1,88.67,0.2979,0.0,41.09,1.754,3,Fragment Management System
3345,scala,medium,0,79.53,0.2656,0.0156,41.12,2.558,3,Maze Pathfinder Problem
3346,scala,hard,0,84.44,0.2391,0.0,41.98,2.011,4,Circular Image Transformation
3347,scala,hard,1,84.08,0.2128,0.0,39.49,1.717,4,Class Requirements
3348,scala,hard,0,77.68,0.26,0.02,35.6,2.431,4,Requirements
3349,scala,medium,0,63.89,0.1961,0.1961,52.29,1.915,3,"Create a Scala implementation of a 3D box geometry renderer that generates formatted information about visible faces, including texture coordinates and vertex positions. The solution must include:"
3350,scala,easy,1,89.18,0.2647,0.0,39.03,1.507,3,Class Requirements
3351,scala,hard,0,83.67,0.2532,0.0,35.58,1.685,4,Class Requirements
3352,scala,hard,0,82.57,0.2449,0.0,37.59,1.773,4,Animal Species and Races Management System
3353,scala,hard,0,76.82,0.039,0.013,39.05,3.082,4,Problem Description
3354,scala,hard,1,86.93,0.1429,0.0143,38.99,1.369,4,Problem Description
3355,scala,medium,1,73.75,0.1818,0.0,30.68,2.435,4,Parameters:
3356,scala,hard,0,82.39,0.3133,0.0,43.63,1.915,4,Water Droplet Physics Simulator
3357,scala,medium,0,84.36,0.2449,0.0,41.22,2.113,4,Git Repository Management System
3358,scala,hard,1,80.96,0.0492,0.0,31.21,2.294,3,Network Node Disconnection Manager
3359,scala,medium,1,83.95,0.3333,0.0,40.55,2.151,4,Class Requirements
3360,scala,hard,1,83.21,0.2679,0.0,38.39,2.138,4,Class Requirements
3361,scala,hard,0,80.02,0.0972,0.0139,34.76,2.263,4,HTTP Request Processor Problem
3362,scala,hard,0,71.83,0.2258,0.0323,45.81,2.569,4,Context-Aware Task Processor Problem
3363,scala,hard,1,91.59,0.3714,0.0,37.4,1.716,3,Collection Transformation Operations
3364,scala,easy,1,89.62,0.4412,0.0,39.0,2.15,3,Requirements
3365,scala,hard,1,79.73,0.2222,0.0,40.7,2.33,4,Exception Handling Utility
3366,scala,medium,1,83.8,0.2128,0.0,42.4,1.61,4,Class Requirements
3367,scala,hard,0,80.1,0.0964,0.012,37.59,1.976,4,Requirements
3368,scala,hard,0,82.46,0.0,0.0,33.67,1.575,3,Class Requirements
3369,scala,hard,0,84.24,0.3684,0.0526,50.63,1.312,4,UI Component Analyzer Problem
3370,scala,hard,1,84.64,0.1379,0.0,33.76,1.744,4,User Management System Implementation
3371,scala,hard,1,82.73,0.2941,0.0196,38.27,1.895,3,Server Initialization System
3372,scala,hard,0,82.4,0.1278,0.0075,42.31,1.828,4,"Implement a utility class for performing various geospatial calculations on Earth's surface. The class should provide methods to calculate distances between points, bearings between points, destination points from a given location, midpoints between two locations, and intersections of paths."
3373,scala,hard,0,84.72,0.1818,0.0,35.3,2.026,3,Class Requirements
3374,scala,hard,0,83.91,0.1209,0.0,30.87,1.689,4,Class Requirements
3375,scala,hard,1,84.38,0.1957,0.0,39.0,2.07,4,SQL Query Parameter Formatter
3376,scala,medium,1,85.86,0.4667,0.0333,47.67,1.8,3,Constraints
3377,scala,hard,1,85.7,0.2982,0.0,36.4,2.37,3,Pancake Flipping Problem
3378,scala,medium,1,85.77,0.2615,0.0154,42.65,1.527,3,Logging Configuration Validator
3379,scala,medium,1,86.82,0.2951,0.0,36.93,1.964,4,Recommendation System Analysis
3380,scala,medium,0,83.24,0.0986,0.0,30.03,2.057,4,Navigation System for Mobile Application
3381,scala,hard,0,85.66,0.2326,0.0233,50.49,2.0,3,Code Coverage Metrics Calculator
3382,scala,hard,0,84.69,0.2391,0.0,39.59,1.676,4,Class Requirements
3383,scala,easy,1,80.89,0.1951,0.0244,42.8,2.184,4,Game State Management System
3384,scala,hard,0,81.47,0.2143,0.0,41.16,2.236,4,Problem Description
3385,scala,medium,1,82.92,0.2264,0.0,41.42,2.054,3,Advanced Game Controller Input Handler
3386,scala,hard,1,87.72,0.2586,0.0,37.98,1.788,4,Activity Transition Simulator Problem
3387,scala,hard,0,75.75,0.1176,0.0147,40.15,2.054,4,GeometricPatternAnalyzer Class
3388,scala,hard,0,81.12,0.1789,0.0105,39.63,2.082,4,Problem Description
3389,scala,hard,0,86.55,0.1724,0.0,33.97,1.597,3,GPIO Simulator Implementation
3390,scala,medium,1,79.65,0.2121,0.0303,38.7,2.253,3,UI Component Builder Problem
3391,scala,medium,1,88.11,0.1842,0.0,34.63,1.91,3,Excel Column Title Conversion
3392,scala,hard,0,83.23,0.2364,0.0,34.75,1.975,3,Class Requirements
3393,scala,hard,0,89.84,0.1951,0.0,45.49,1.5,3,Database Configuration Manager Problem
3394,scala,easy,1,85.46,0.3415,0.0,45.02,2.239,3,Implement an HL7 Message Parser in Scala
3395,scala,easy,1,88.96,0.1143,0.0,39.17,1.402,3,Class Requirements
3396,scala,hard,0,83.46,0.2407,0.037,42.43,2.062,3,Class Requirements
3397,scala,hard,0,75.96,0.0548,0.0,34.12,2.451,4,Class Requirements
3398,scala,hard,0,82.24,0.4,0.0571,50.09,1.938,4,Class Requirements
3399,scala,easy,1,81.24,0.2195,0.0244,44.29,2.451,3,Matrix Determinant Calculator
3400,scala,hard,1,80.14,0.2444,0.0222,40.51,2.043,4,Proxy Configuration Validator
3401,scala,hard,1,83.42,0.1325,0.0,30.84,1.654,4,Material Planning System Implementation
3402,scala,hard,0,83.09,0.1395,0.0,35.81,1.681,4,"Implement a class `CryptoParameterValidator` that validates cryptographic parameters for elliptic curve cryptography (ECC). The class must verify that all required parameters for an elliptic curve are mathematically valid according to cryptographic standards. Validation includes checking the prime field, curve parameters, base point, public point, and cofactor."
3403,scala,medium,1,83.99,0.2759,0.0,38.66,2.136,3,Class Requirements
3404,scala,hard,1,85.74,0.3333,0.0196,38.98,1.772,4,Binary Search Tree Validator
3405,scala,easy,0,75.62,0.0652,0.0217,32.3,1.502,4,Class Requirements
3406,scala,hard,0,85.68,0.2683,0.0,44.05,1.778,4,"Implement an Elasticsearch configuration manager in Scala that handles index configurations, including page sizes and mappings. The manager must:"
3407,scala,hard,0,84.64,0.2353,0.0,41.97,1.365,4,Resource Model Generator Problem
3408,scala,hard,0,81.31,0.1979,0.0104,35.71,1.829,4,Requirements
3409,scala,hard,0,82.12,0.2055,0.0137,41.95,1.695,4,Class Requirements
3410,scala,easy,1,83.11,0.2679,0.0,45.5,1.299,4,Enhanced Validation Utility
3411,scala,hard,1,74.67,0.14,0.02,42.42,3.02,4,Problem Description
3412,scala,hard,0,77.47,0.1452,0.0161,43.58,1.736,4,User Authentication System Implementation
3413,scala,hard,0,82.32,0.1667,0.0,37.4,1.998,4,UI Component Testing System
3414,scala,hard,1,86.69,0.26,0.0,36.42,1.847,3,Class Requirements
3415,scala,hard,1,80.86,0.0667,0.0,42.68,2.286,4,Date and Time Utility Class Implementation
3416,scala,hard,0,79.91,0.127,0.0,43.1,2.21,3,Image Cropping and Scaling Problem
3417,scala,hard,1,79.83,0.2,0.0,38.96,2.305,4,Kevin Bacon Number Analyzer
3418,scala,hard,1,89.77,0.22,0.0,46.44,1.254,4,Android Package Manager Implementation
3419,scala,hard,1,90.67,0.303,0.0,47.52,1.808,3,CSS Style Search System
3420,scala,hard,1,85.43,0.2812,0.0,38.94,1.93,3,Activity Simulator Implementation
3421,scala,easy,0,83.25,0.1864,0.0,42.73,1.939,4,Image Strip Processing Problem
3422,scala,hard,0,88.24,0.2317,0.0,37.61,1.738,3,Class Requirements
3423,scala,hard,0,75.37,0.16,0.0,37.25,2.323,4,Orbital Mechanics Simulation in Scala
3424,scala,medium,1,73.51,0.0429,0.0571,43.87,2.697,3,Class Requirements
3425,scala,hard,0,85.04,0.1471,0.0,37.29,1.906,4,Identifier Length Analyzer
3426,scala,hard,0,79.3,0.3056,0.0,40.93,2.301,4,Projectile Physics Simulator
3427,scala,easy,1,88.31,0.1695,0.0,43.76,1.629,4,Class Requirements
3428,scala,medium,1,88.78,0.3333,0.0,41.98,2.146,3,Class Requirements
3429,scala,hard,0,86.53,0.2364,0.0,39.15,1.818,4,HTTP Request Analyzer Problem
3430,scala,hard,0,81.51,0.1528,0.0,36.57,2.355,4,Implement a flexible data processing system in Scala that handles different types of objects (students and movies) using functional programming interfaces. The system must include three components:
3431,scala,hard,0,74.39,0.1404,0.0175,37.63,2.531,4,Git Blame Analysis Tool
3432,scala,hard,0,92.08,0.2807,0.0,47.26,1.411,4,File Operation Exception Handling System
3433,scala,easy,1,79.38,0.0678,0.0,30.12,2.491,4,Enhanced Resource Manager Implementation in Scala
3434,scala,hard,0,79.23,0.2041,0.0204,36.98,2.69,4,"Given a string `numberStr` representing a non-negative integer (which can be very large) and an integer `targetSum`, calculate the minimal non-negative integer (returned as a string) that needs to be added to `numberStr` such that the sum of the digits of the resulting number is less than or equal to `targetSum`."
3435,scala,hard,0,85.82,0.2917,0.0,35.2,1.872,4,Class Requirements
3436,scala,hard,0,80.81,0.15,0.0,31.5,2.593,4,Class Requirements
3437,scala,hard,0,77.59,0.1429,0.0159,47.46,2.685,4,MIDI Device Analyzer Problem
3438,scala,hard,1,84.41,0.181,0.0,39.46,2.068,3,Class Requirements
3439,scala,hard,0,79.65,0.1905,0.0,38.38,2.455,3,Class Requirements
3440,scala,hard,1,85.48,0.1724,0.0,48.93,1.691,3,Bit Manipulation Analyzer
3441,scala,medium,1,89.23,0.3077,0.0154,42.35,1.619,4,Location Data Analyzer
3442,scala,easy,1,85.58,0.25,0.0,34.77,1.961,3,Requirements
3443,scala,easy,1,87.46,0.2222,0.0,29.38,2.1,3,Maximum Subarray Problem
3444,scala,hard,0,74.94,0.051,0.0204,34.4,2.815,4,Grammar Analysis Problem
3445,scala,hard,1,80.03,0.102,0.0204,44.51,2.086,4,SMS Processing System
3446,scala,hard,0,82.71,0.2658,0.0,43.39,2.574,4,Class Requirements
3447,scala,hard,0,86.45,0.2045,0.0,39.36,1.553,3,Class Requirements
3448,scala,hard,1,81.97,0.1667,0.0,40.2,2.397,4,Class Requirements
3449,scala,medium,1,83.2,0.2889,0.0222,38.91,1.334,4,Class Requirements
3450,scala,hard,1,82.55,0.2128,0.0638,45.53,1.659,3,Repository Phase Management System
3451,scala,medium,1,91.55,0.2931,0.0,35.28,1.646,3,Game State Management System
3452,scala,easy,1,90.89,0.3023,0.0,37.93,1.487,4,Column Validator Implementation
3453,scala,hard,0,80.86,0.2698,0.0317,45.33,1.941,4,"Implement a data model for an enhanced Excel file processor in Scala. The model should maintain the structure of an Excel file including multiple sheets, their configurations, and data rows. The implementation must include:"
3454,scala,medium,1,82.79,0.1875,0.0,37.02,2.142,4,Advanced File Utilities Problem
3455,scala,hard,1,83.17,0.3607,0.0,34.69,1.981,4,Class Requirements
3456,scala,hard,0,85.48,0.2167,0.0,38.02,2.202,3,Requirements
3457,scala,hard,0,74.84,0.2245,0.0612,46.39,2.334,4,Class Requirements
3458,scala,medium,1,83.81,0.1364,0.0,35.23,1.747,4,Player Level Calculator Problem
3459,scala,easy,1,87.51,0.2698,0.0,38.63,1.725,3,Class Requirements
3460,scala,hard,0,84.04,0.275,0.0,41.15,1.883,3,Class Requirements
3461,scala,medium,1,76.16,0.0909,0.0227,39.84,2.907,3,3D Boundary Visualization System
3462,scala,hard,0,88.21,0.2162,0.0,44.14,1.624,3,Activity Manager Configuration Problem
3463,scala,hard,1,83.01,0.2174,0.0,47.74,1.534,3,Class Requirements
3464,scala,medium,1,91.43,0.3077,0.0,40.0,1.427,3,Class Requirements
3465,scala,hard,1,83.05,0.1594,0.0,35.07,2.093,4,Class Requirements
3466,scala,hard,1,98.41,0.4286,0.0,47.0,1.149,3,Class Requirements
3467,scala,hard,0,78.56,0.1395,0.0116,34.9,2.154,4,Advanced Process Executor Implementation
3468,scala,hard,0,84.77,0.1961,0.0,29.22,2.387,3,"Find the longest palindromic substring in a given string. A palindrome is a string that reads the same backward as forward (e.g., ""madam"" or ""racecar"")."
3469,scala,hard,0,82.12,0.0952,0.0,37.86,1.823,4,Class Requirements
3470,scala,medium,1,82.23,0.1154,0.0,33.75,2.246,4,"Create a Scala class that handles various types of exceptions and generates standardized error responses. The system should categorize exceptions into different types (client errors, system errors, unknown errors) and provide appropriate error codes, messages, and diagnostic information."
3471,scala,medium,1,82.57,0.1379,0.0345,47.97,1.994,3,Frequency-Based Array Sorting
3472,scala,hard,0,83.0,0.2407,0.0,29.98,2.277,4,Class Requirements
3473,scala,medium,0,86.03,0.1875,0.0208,43.92,1.424,4,Order Processing System Implementation in Scala
3474,scala,easy,1,82.82,0.2424,0.0,39.52,2.204,3,Balanced Bracket Checker
3475,scala,hard,0,81.07,0.1558,0.0,30.92,2.455,4,Barcode Check-In System
3476,scala,hard,1,87.1,0.2292,0.0,37.58,1.662,3,Header Processor Implementation
3477,scala,hard,0,80.99,0.1538,0.0,40.27,1.752,4,Class Requirements
3478,scala,hard,0,86.63,0.2581,0.0,40.44,1.533,4,Profile Update Manager
3479,scala,hard,1,93.89,0.4394,0.0,36.79,1.514,4,Constraints
3480,scala,hard,1,85.86,0.1948,0.0,34.99,1.666,4,Exam Practice Management System
3481,scala,hard,0,88.22,0.2414,0.0,43.12,1.432,4,Enhanced Sound Volume Management System
3482,scala,hard,0,73.71,0.1579,0.0263,41.05,2.153,4,Enhanced Stream Content Reader Utility
3483,scala,easy,1,81.85,0.1667,0.0208,32.38,1.866,4,Create a utility class `PalindromeChecker` that determines whether various inputs are palindromes. A palindrome reads the same backward as forward. Support these input types:
3484,scala,hard,0,88.23,0.2162,0.0,51.51,1.816,3,Class Requirements
3485,scala,hard,1,85.03,0.2083,0.0,43.6,1.618,4,Security System Simulator
3486,scala,hard,0,82.06,0.1667,0.0,39.41,2.181,4,Requirements
3487,scala,medium,1,86.23,0.2222,0.0,38.5,1.798,4,View Holder Simulation Problem
3488,scala,hard,0,83.29,0.1864,0.0169,40.24,2.045,4,Tree Data Analysis
3489,scala,medium,0,81.88,0.234,0.0,30.72,2.016,3,Graph Analyzer Problem
3490,scala,easy,1,87.0,0.1905,0.0,41.79,1.378,3,Method Specifications
3491,scala,easy,1,83.15,0.2571,0.0,36.26,1.476,4,Class Requirements
3492,scala,hard,1,87.63,0.3684,0.0,36.82,1.928,3,Trace Sorting Problem
3493,scala,easy,1,86.98,0.2308,0.0,42.9,1.883,3,Problem Description
3494,scala,medium,1,77.31,0.1905,0.0476,53.71,2.298,4,Class Requirements
3495,scala,medium,1,79.0,0.2188,0.0312,49.22,1.653,4,Class Requirements
3496,scala,hard,1,76.43,0.098,0.0196,33.53,2.535,4,Geocoding Data Analysis Problem
3497,scala,hard,1,88.95,0.2344,0.0,37.8,1.816,3,"Implement a navigation system for a mobile application that manages fragment navigation, handles back button presses, and provides available navigation items. The system must include a `NavigationManager` class with specific fields and methods:"
3498,scala,hard,1,85.58,0.3704,0.0,42.11,2.837,3,Requirements:
3499,scala,hard,0,80.78,0.2564,0.0,40.24,2.472,4,HTTP Request Simulator Implementation
3500,scala,easy,0,85.33,0.2462,0.0,31.57,1.627,4,Menu System Implementation
3501,scala,hard,1,80.76,0.2,0.0,35.93,2.527,4,File Upload Handler Implementation
3502,scala,easy,1,88.37,0.1667,0.0,34.5,1.392,4,Battle Status Management System
3503,scala,medium,1,87.69,0.3729,0.0,38.05,2.215,4,URL Parameter Parser Problem
3504,scala,hard,0,83.24,0.1639,0.0328,41.25,1.554,4,Class Requirements
3505,scala,hard,1,83.66,0.22,0.0,41.88,2.016,4,Weapon Modifier Analysis System
3506,scala,hard,1,78.57,0.1429,0.0,32.86,2.21,3,Tree Structure Analysis Problem
3507,scala,easy,1,76.57,0.381,0.0476,49.95,2.172,4,Requirements
3508,scala,medium,1,82.25,0.1538,0.0,35.15,2.078,4,Class Requirements
3509,scala,hard,0,82.55,0.1507,0.0,39.6,2.147,4,XML Structure Analyzer
3510,scala,hard,1,81.87,0.2941,0.0196,42.51,2.157,4,Work Schedule Analysis Problem
3511,scala,hard,0,82.36,0.274,0.0274,37.75,1.918,4,User Management System with Blocking Functionality
3512,scala,hard,0,69.92,0.2045,0.0682,53.91,1.785,4,Authentication System Implementation
3513,scala,medium,1,80.49,0.1184,0.0132,33.03,2.519,3,Graph Clique Analyzer
3514,scala,easy,1,89.3,0.2059,0.0,44.56,1.705,3,Create a utility object `LocationUtils` that processes geographic coordinates and calculates distances between locations using the Haversine formula. The implementation must include:
3515,scala,easy,0,83.81,0.1296,0.0185,49.54,1.62,4,Class Requirements
3516,scala,hard,1,86.38,0.2,0.0,34.72,1.774,4,Message Room Management System
3517,scala,hard,0,84.49,0.0606,0.0,35.13,1.43,4,Class Requirements
3518,scala,hard,0,78.0,0.0617,0.0,31.44,2.588,3,Baby Sitting Service Navigation System
3519,scala,hard,0,84.26,0.3415,0.0244,52.51,1.141,4,Order Response Status Management
3520,swift,easy,0,87.5,0.1111,0.0,31.93,1.444,4,**Problem: Reorder Linked List by Odd and Even Positions**
3521,swift,hard,0,83.53,0.32,0.0,38.44,1.621,4,**Word Frequency Counter (Swift Version)**
3522,swift,medium,1,85.07,0.2917,0.0,33.79,1.822,4,**Problem: Reverse Equation**
3523,scala,hard,0,82.44,0.1448,0.0,26.79,2.087,4,Class Requirements
3524,swift,hard,1,81.95,0.3235,0.0294,30.06,1.73,4,**Problem: Counting Primes and Pseudoprimes**
3525,swift,easy,1,69.45,0.2195,0.0976,38.78,2.396,4,**Programming Problem: Check for Four Consecutive Numbers in a Matrix**
3526,scala,hard,0,83.2,0.1731,0.0,38.99,2.223,4,Enhanced Message Relay Server Implementation (Scala)
3527,swift,medium,1,74.88,0.2979,0.0851,45.36,2.104,4,**Problem: Generate Missing Links Dataset**
3528,swift,hard,0,76.92,0.4286,0.1071,49.46,1.713,4,**Swift Function: Generate Introduction Message**
3529,swift,hard,1,85.79,0.3333,0.0,36.22,1.997,4,**Problem: Find the Minimum in a Rotated Sorted Array**
3530,swift,hard,0,85.18,0.1739,0.0,32.88,1.902,3,**Swift Programming Problem: Graph Node Management**
3531,swift,hard,0,78.65,0.1075,0.0108,43.08,2.92,4,**Problem: Merge LHE Event Files in Swift**
3532,swift,easy,1,76.45,0.14,0.0,37.06,2.309,4,**Minimum Window Substring**
3533,swift,hard,1,84.84,0.3333,0.0333,36.17,1.629,4,**Swift Programming Problem: Traffic Analysis**
3534,swift,hard,0,81.29,0.1977,0.0116,43.62,2.373,3,Requirements:
3535,swift,hard,0,86.54,0.1071,0.0,32.46,1.611,4,Function Specifications:
3536,swift,hard,1,81.49,0.0714,0.0,31.33,2.192,4,**Problem: Alien Dictionary**
3537,swift,hard,0,84.38,0.25,0.0,33.33,1.709,4,**Problem: Find All Root-to-Leaf Paths with Target Sum**
3538,swift,hard,0,87.85,0.4146,0.0244,40.39,1.303,4,**Problem: Calculate Dihedral Angle Between Four Points in 3D Space (Swift Version)**
3539,swift,hard,1,92.85,0.5,0.0,36.95,1.353,4,**Problem: Boolean Expression Evaluator**
3540,swift,hard,0,78.08,0.1667,0.0556,41.04,2.014,3,**Problem: Value Iteration on a Grid**
3541,swift,hard,1,83.91,0.2714,0.0286,43.86,2.212,3,**Swift Regular Expression Operations**
3542,swift,hard,1,79.07,0.1333,0.0333,31.77,1.769,4,**Programming Problem: Rectangle Resizing in Swift**
3543,swift,hard,0,96.47,0.4615,0.0,44.12,0.516,4,**Problem: Calculate Distance Between Two Geographic Coordinates in Swift**
3544,swift,easy,0,78.62,0.0789,0.0263,34.53,1.87,4,**Programming Problem: Gradient Descent for Linear Regression (Swift Version)**
3545,swift,hard,1,94.69,0.3659,0.0,34.93,1.268,3,**Problem: Copyright Text Replacement in Swift**
3546,swift,hard,0,68.32,0.1186,0.0678,46.25,2.623,4,**Swift Programming Problem: Text Proofreader**
3547,swift,hard,0,75.24,0.0412,0.0206,37.39,2.553,4,**Problem: Implementing a 2D Discrete Fourier Transform in Swift**
3548,swift,hard,0,90.88,0.4412,0.0,39.85,1.993,3,**Problem: Evaluate a Digital Logic Circuit (Swift Version)**
3549,swift,hard,0,87.27,0.2936,0.0183,33.98,1.515,4,**Pendulum Magnet Simulation in Swift**
3550,swift,hard,0,86.68,0.125,0.0,52.94,1.366,3,**Problem: Boolean Operations in Swift**
3551,swift,medium,1,83.96,0.1163,0.0233,31.79,1.673,4,**Problem: Calculate Class Statistics**
3552,swift,hard,0,69.61,0.0625,0.0781,43.27,2.58,4,**Problem: Android Manifest Security Analyzer in Swift**
3553,swift,hard,0,85.99,0.3929,0.0179,37.91,2.233,3,**Programming Problem: Object Selection for Destination Reachability (Swift Version)**
3554,swift,medium,1,98.8,0.625,0.0,40.88,0.811,4,**Swift Programming Problem: Web Scraper Error Handling**
3555,swift,hard,0,87.82,0.2277,0.0,31.32,1.825,4,Problem Description
3556,swift,hard,0,87.74,0.25,0.0,26.8,1.441,4,**Problem Description:**
3557,swift,hard,1,79.85,0.0,0.0,26.92,1.942,4,Requirements:
3558,swift,hard,1,90.32,0.25,0.0,34.59,1.683,3,**Problem: Number Sequence Analyzer**
3559,swift,hard,0,83.46,0.2692,0.0,30.96,1.57,4,Function Specification:
3560,swift,hard,0,96.3,0.5455,0.0,35.36,0.845,4,**Programming Problem: Check Number Condition**
3561,swift,hard,0,87.28,0.1333,0.0,32.4,1.457,3,**Parametric Point Calculation (Swift Version)**
3562,swift,hard,0,76.89,0.0976,0.0,34.05,2.282,4,**Problem: Validate Biological Pathways**
3563,swift,medium,1,78.73,0.2727,0.0303,43.15,1.884,4,**Problem: Find the Missing Term in an Arithmetic Progression**
3564,swift,hard,0,68.92,0.06,0.1,68.26,1.826,4,**Problem: Question Bank Management System**
3565,swift,medium,1,77.68,0.026,0.0,39.84,2.161,3,**Problem: Naive Bayes Spam Classifier in Swift**
3566,swift,hard,1,81.36,0.2167,0.0,30.13,2.331,4,**Programming Problem: Fibonacci Search Implementation in Swift**
3567,swift,hard,0,82.48,0.0,0.0,25.24,1.473,4,**Swift Programming Problem: Term-Context Frequency Counter**
3568,swift,hard,0,88.43,0.3333,0.0,33.82,1.801,4,**Problem: Student's t-Distribution Critical Value Finder in Swift**
3569,swift,medium,0,90.4,0.3,0.0,37.7,1.472,4,**Flatten Nested List Iterator (Swift Implementation)**
3570,swift,easy,1,78.81,0.16,0.02,36.12,2.32,4,**Minimum Window Substring**
3571,swift,hard,1,88.56,0.275,0.0,34.05,1.579,4,**Problem: Upside Down Binary Tree**
3572,swift,medium,0,91.19,0.4231,0.0,35.46,1.615,3,**Swift Programming Problem: Substring Checker**
3573,swift,hard,0,90.07,0.3913,0.0,41.26,1.688,4,**Problem: Stone Game Outcome Prediction**
3574,swift,hard,0,95.5,0.3846,0.0,34.62,1.14,4,Swift Function Wrapper Problem: Bold Text Wrapper
3575,swift,hard,0,89.45,0.3333,0.0417,38.42,1.299,3,**Problem: Calculate Properties of Regular Polygons**
3576,swift,hard,0,75.4,0.1972,0.0704,46.86,1.601,3,**Problem: Calculate Mutual Information Between Cell Events and Reference Variable**
3577,swift,hard,0,72.2,0.0,0.0068,30.76,2.526,4,**Maximum Bandwidth Path in a Graph (Swift Version)**
3578,swift,hard,0,78.06,0.0,0.0,31.91,1.619,4,**Problem: Matrix and Vector Operations in Swift**
3579,swift,medium,1,79.97,0.0781,0.0,26.36,2.235,4,Input Format:
3580,swift,easy,0,81.38,0.2857,0.0714,27.32,1.67,4,**Problem Description:**
3581,swift,hard,1,74.58,0.4091,0.1364,49.73,1.544,4,**Problem: Validate ADC Readings**
3582,swift,hard,1,93.7,0.4583,0.0,39.75,1.309,4,**No Carry Addition in Swift**
3583,swift,medium,1,94.28,0.4583,0.0,42.46,0.941,4,**Swift Programming Problem: TV Show Data Validation**
3584,swift,hard,0,86.48,0.2273,0.0,33.91,1.669,4,**Problem Description:**
3585,swift,hard,0,80.99,0.1,0.0,37.46,2.316,4,**Swift Programming Problem: Image Morphological Operations**
3586,swift,hard,0,83.52,0.1837,0.0,36.63,1.917,4,Swift Programming Problem: N-Gram Frequency Analyzer
3587,swift,medium,1,85.23,0.2105,0.0,29.79,1.959,4,**Problem: Find Minimum in Rotated Sorted Array**
3588,swift,hard,1,78.26,0.2121,0.0303,32.3,1.915,4,**Swift Programming Problem: Stall Positions Calculation**
3589,swift,hard,0,79.4,0.0857,0.0,35.83,2.381,4,**Programming Problem: Submission Data Analysis**
3590,swift,medium,0,86.4,0.36,0.0,37.18,1.747,4,**Problem: Network Delay Time**
3591,swift,hard,1,82.59,0.2347,0.0102,35.58,2.082,4,**Problem: Polynomial Regression in Swift**
3592,swift,hard,1,81.61,0.0,0.0,29.23,1.962,4,**Problem: Find the Largest Tidy Number**
3593,swift,hard,0,84.21,0.1795,0.0,33.44,1.851,4,**Problem: Find Minimum Depth of a Binary Tree**
3594,swift,hard,1,85.58,0.3438,0.0312,36.97,1.855,4,**Problem: Find the Number with Maximum Totient Ratio**
3595,swift,hard,1,74.86,0.2537,0.1194,50.82,1.638,4,**Swift Programming Problem: Package Path Resolution**
3596,swift,medium,1,87.64,0.2542,0.0,33.29,1.791,4,**Problem: Rotation Matrix and RPY Angle Conversions in Swift**
3597,swift,medium,1,80.59,0.0698,0.0,35.79,1.513,4,Input
3598,swift,medium,0,84.29,0.1628,0.0,24.4,1.772,4,**Problem: Detect Cycle in a Linked List**
3599,swift,medium,0,94.66,0.4167,0.0,37.5,1.189,4,**Problem: Calculate the Circumference of a Circle**
3600,swift,hard,0,81.81,0.28,0.04,41.12,1.388,4,**Swift Package Information Lookup**
3601,swift,hard,1,89.18,0.2368,0.0,33.61,1.156,4,**Programming Problem: String to Integer Conversion and Cumulative Sum Calculation**
3602,swift,medium,1,84.94,0.2,0.0,26.7,1.844,4,**Problem Description:**
3603,swift,hard,0,67.6,0.1053,0.1316,52.45,2.025,4,**Flight Price Prediction in Swift**
3604,swift,hard,1,89.21,0.5,0.0,52.0,1.481,4,**Problem: Optimal Minion Ordering**
3605,swift,medium,0,85.76,0.2059,0.0294,38.47,1.096,4,**Swift Function Execution Timer**
3606,swift,hard,0,82.78,0.2759,0.0345,38.72,1.804,4,**Problem: Word Break**
3607,swift,hard,0,83.94,0.1224,0.0,28.31,2.11,3,**Marble Rolling Simulation in Swift**
3608,swift,medium,0,87.69,0.2857,0.0,32.36,1.603,4,**Problem: Count Univalue Subtrees**
3609,swift,hard,0,88.88,0.3333,0.037,42.48,1.049,3,**Swift Programming Problem: Torus Coordinate Calculation**
3610,swift,medium,1,75.17,0.375,0.125,48.1,1.449,4,**Problem Description:**
