index,language,difficulty,success,alignment_score,question_canonical_overlap,question_test_overlap,canonical_test_overlap,title
3117,ruby,hard,0,14.71,0.1351,0.1571,0.1529,CEO's plan should include CEO and Employee (score 15)
3118,ruby,hard,1,26.27,0.2482,0.2536,0.2911,Test case 1: Completely inside screen
3119,ruby,hard,0,23.87,0.2598,0.2191,0.2302,ifndef TESTCLASS_H
3120,ruby,hard,0,29.9,0.3656,0.244,0.2652,Test case 1 - Initial position and basic movement
3121,ruby,medium,1,25.59,0.3478,0.1893,0.2,**Ruby Programming Problem: Simple Router Implementation**
3122,ruby,easy,1,17.28,0.1515,0.184,0.1899,**Network Client Message Handler in Ruby**
3123,rust,hard,0,20.99,0.3688,0.0993,0.1087,Pattern Generator Problem in Rust
3124,rust,easy,1,15.06,0.2418,0.087,0.0924,JSON String Escaping and Unescaping in Rust
3125,rust,easy,1,15.45,0.2357,0.0917,0.1089,Problem: Minimum of Sliding Window Maximums
3126,rust,easy,1,19.77,0.3333,0.0925,0.1221,City Database Management System in Rust
3127,rust,hard,1,19.78,0.267,0.15,0.1534,Graph Analysis: Mother Vertices and Strongly Connected Components in Rust
3128,ruby,medium,1,10.03,0.15,0.065,0.0694,**Programming Problem: Graph Edge Validator (Ruby Version)**
3129,rust,hard,1,18.73,0.3356,0.0769,0.1,Problem: Maximum Number of People That Can Cross a River
3130,rust,medium,1,19.46,0.349,0.078,0.1053,Character Arithmetic with Overflow Detection in Rust
3131,rust,hard,0,30.17,0.3604,0.2079,0.3172,CNN Dimension Calculator Problem in Rust
3132,rust,hard,0,16.14,0.2667,0.06,0.1223,String Utility Implementation in Rust
3133,rust,hard,0,15.59,0.2465,0.0789,0.1121,Struct Requirements
3134,rust,hard,0,13.8,0.2012,0.052,0.1399,Numerical Integration Methods Comparison in Rust
3135,rust,hard,0,21.39,0.2487,0.1391,0.2422,Problem: Input State Management System in Rust
3136,rust,hard,1,17.35,0.2775,0.0933,0.1151,String Character Analysis Problem
3137,rust,medium,1,17.9,0.2222,0.1337,0.1667,Maze Path Finder Problem
3138,rust,hard,0,14.55,0.1948,0.1156,0.1098,Problem: Mathematical Expression Evaluator in Rust
3139,rust,medium,1,19.32,0.2878,0.1111,0.1491,Smart Binary Search Problem in Rust
3140,rust,hard,0,18.62,0.2418,0.125,0.1733,Resource Loading System Implementation in Rust
3141,rust,hard,1,14.58,0.2115,0.0949,0.1089,Problem: Optimal Task Scheduling for Maximum Payment
3142,rust,hard,0,18.31,0.3065,0.0571,0.1447,Number Reduction Problem
3143,rust,hard,1,18.0,0.285,0.093,0.1271,Problem Statement: Digit String Wrapper and Analyzer
3144,rust,hard,0,21.41,0.237,0.1364,0.2613,Database Cursor Navigation System (Rust Implementation)
3145,rust,hard,0,14.85,0.2381,0.0606,0.117,Prime Number Pair Finder in Rust
3146,rust,medium,1,25.17,0.3929,0.1358,0.1795,Color Mixing and Analysis System in Rust
3147,rust,medium,1,23.13,0.3333,0.1386,0.188,Group Partitioning Problem in Rust
3148,rust,hard,0,18.71,0.2239,0.1,0.2252,Enhanced Vertex Graph System in Rust
3149,rust,hard,1,35.05,0.4074,0.2459,0.3793,Animal Kingdom Polymorphism in Rust
3150,rust,hard,0,29.33,0.3563,0.1773,0.3252,Error Management System Implementation in Rust
3151,rust,hard,0,15.2,0.2229,0.0667,0.1429,Banana Collection Problem in Rust
3152,rust,hard,0,12.94,0.1634,0.0663,0.1471,3D Tetrahedron Physics Calculator in Rust
3153,rust,hard,1,27.56,0.415,0.1353,0.2301,Problem: Motor Controller Simulation in Rust
3154,rust,medium,1,24.2,0.3234,0.1404,0.2353,Shape Statistics Calculator in Rust
3155,rust,hard,0,24.78,0.3974,0.1026,0.1935,Triangle Wave Generator Implementation in Rust
3156,rust,hard,1,21.52,0.3434,0.1294,0.1301,Car Selection for Long-Distance Travel (Rust Implementation)
3157,rust,medium,0,23.28,0.3279,0.193,0.146,Problem: Lowest Common Ancestor in Binary Tree
3158,rust,hard,1,21.56,0.305,0.1399,0.1721,Problem: Thread-Safe Data Statistics Processor in Rust
3159,rust,medium,1,12.74,0.1566,0.0955,0.1204,Palindromic Substrings Problem in Rust
3160,rust,hard,0,15.63,0.1006,0.104,0.283,Spacecraft Physics Simulation in Rust
3161,rust,medium,1,20.49,0.2872,0.1311,0.169,Grid Land Mass Analyzer in Rust
3162,rust,hard,0,20.95,0.2743,0.1491,0.1834,3D Point Cloud Processing in Rust
3163,rust,hard,0,15.27,0.2611,0.0807,0.08,Triple Palindromic Partitions
3164,rust,hard,0,23.32,0.2924,0.1959,0.1915,Wedding Item Purchase Planner (Rust Implementation)
3165,rust,hard,0,16.91,0.2644,0.1117,0.0995,Advanced Vigenère Cipher Implementation in Rust
3166,rust,hard,1,17.46,0.2682,0.1064,0.1181,Word Statistics Analyzer in Rust
3167,rust,hard,0,22.06,0.3054,0.131,0.1972,Coordinate Operations in 2D Space (Rust Implementation)
3168,rust,hard,0,18.72,0.2385,0.1167,0.1893,4D Vector Operations in Rust
3169,rust,medium,0,21.45,0.3121,0.1551,0.1438,String Analysis and Transformation Problem in Rust
3170,rust,hard,0,23.03,0.2675,0.1589,0.2522,Implement two functions that analyze the binary representation and properties of floating-point numbers according to the IEEE 754 standard in Rust. The functions should work for both single-precision (32-bit) and double-precision (64-bit) floating-point numbers.
3171,rust,hard,0,24.61,0.3759,0.1825,0.1368,Number Theory Computations and Matching Problem in Rust
3172,rust,medium,1,9.08,0.1509,0.0727,0.0288,Problem: Smallest Window Containing All Distinct Characters
3173,rust,medium,1,22.53,0.3214,0.109,0.2135,Bit Analysis Tool
3174,rust,hard,0,26.9,0.3179,0.1921,0.2807,Robot Pose and Laser Scan Conversion Problem in Rust
3175,rust,medium,0,18.02,0.2583,0.1026,0.1538,Graph Analysis Problem in Rust
3176,rust,hard,0,12.48,0.1381,0.0652,0.1667,Physics System for Sphere Alignment (Rust Implementation)
3177,rust,hard,0,22.85,0.358,0.1274,0.157,Thread-Safe Set Operations in Rust
3178,rust,hard,0,12.77,0.1713,0.0787,0.1185,Date Manipulation and Validation in Rust
3179,rust,hard,0,23.87,0.3161,0.1571,0.2171,State Machine Implementation in Rust
3180,rust,hard,0,13.67,0.105,0.1156,0.2,Boolean Condition Decorators Problem in Rust
3181,rust,hard,0,17.91,0.1691,0.1154,0.256,"Create a Rust struct called `Damping` that represents damping values in various units and provides conversion between them. The struct should store the value internally in Newton-seconds per meter (N·s/m) and provide methods to get the value in different units, perform arithmetic operations, and convert between units."
3182,rust,hard,0,17.14,0.278,0.0565,0.1439,Advanced Stair Climbing Problem in Rust
3183,rust,hard,0,22.52,0.3684,0.0927,0.1667,System Metrics Analyzer in Rust
3184,rust,hard,0,29.4,0.4509,0.1812,0.1975,Image Processing Struct Implementation in Rust
3185,rust,hard,0,21.34,0.3309,0.1259,0.144,Robot Motion Planner with Obstacle Avoidance (Rust Implementation)
3186,rust,hard,0,15.93,0.1903,0.1512,0.1263,Telescope Location and Distance Calculation in Rust
3187,rust,medium,1,19.75,0.3354,0.0811,0.13,Linear System Solver Problem in Rust
3188,rust,hard,1,15.39,0.2673,0.0682,0.0882,Burrows-Wheeler Transform Implementation in Rust
3189,rust,hard,0,21.63,0.2926,0.1257,0.2054,Geometry Operations in 2D Space (Rust Implementation)
3190,rust,hard,1,17.62,0.25,0.1343,0.1197,Paint House Problem with K Colors (Rust Implementation)
3191,rust,hard,0,19.1,0.24,0.1622,0.1545,Binary File Operations with Short Integers in Rust
3192,rust,medium,0,16.15,0.2396,0.1223,0.0966,Text Processing and Formatting
3193,rust,medium,1,20.68,0.3007,0.1329,0.1556,Problem: Optimal Item Bundling with Discounts
3194,rust,hard,1,20.72,0.2849,0.1455,0.1652,Tree Analyzer Problem in Rust
3195,rust,easy,1,20.64,0.3068,0.1243,0.1546,Gray Code Generator and Subset Generation (Rust Implementation)
3196,rust,hard,0,19.87,0.2404,0.1453,0.1966,Tensor Format Analysis System in Rust
3197,rust,hard,0,17.92,0.2013,0.1404,0.1885,Advanced Memory Allocator Implementation in Rust
3198,rust,medium,1,20.39,0.3269,0.1118,0.1321,Problem: Search in Rotated Sorted Array with Duplicates
3199,rust,hard,1,19.42,0.245,0.1436,0.1772,Multi-Thread Management System in Rust
3200,rust,hard,0,14.99,0.2559,0.0698,0.0885,Enhanced Regression Tree Implementation in Rust
3201,rust,hard,0,23.01,0.3413,0.1203,0.1917,Option Payoff Calculator System in Rust
3202,rust,hard,0,19.41,0.264,0.1503,0.1449,Logger System Implementation in Rust
3203,rust,hard,0,25.24,0.3742,0.125,0.2174,Fantasy Creature Simulation in Rust
3204,rust,hard,1,26.37,0.3094,0.2102,0.2564,Character Action Management System in Rust
3205,rust,hard,1,17.05,0.2154,0.12,0.1613,Android Unlock Pattern Counting Problem in Rust
3206,rust,hard,1,20.69,0.3032,0.1321,0.1532,Excel Column Converter Problem in Rust
3207,rust,hard,0,21.81,0.339,0.0828,0.1923,Servo Controller Simulation in Rust
3208,rust,hard,0,23.17,0.3039,0.1456,0.2215,Error Handling System Implementation in Rust
3209,rust,hard,0,20.18,0.345,0.0966,0.1161,Prime Factorization and Factorial Divisibility Problem in Rust
3210,rust,easy,1,22.12,0.2919,0.1382,0.21,Problem: Finding Unique Triplets That Sum to a Target Value in Rust
3211,rust,hard,1,20.0,0.4,0.0435,0.0899,Problem: Number Theoretic Properties Calculator in Rust
3212,rust,hard,0,14.01,0.219,0.0727,0.1023,Problem: Counting Digit Sequences
3213,rust,hard,0,24.8,0.3355,0.1935,0.1857,Enhanced Sorting with Multiple Algorithms and Comparators in Rust
3214,rust,hard,0,21.81,0.288,0.1149,0.2281,Number to Words Converter in Rust
3215,rust,hard,1,19.73,0.1845,0.1592,0.2524,Stack-Based Queue Implementation in Rust
3216,rust,hard,0,24.52,0.4145,0.1149,0.1497,Advanced Statistical Analysis of Data Vectors in Rust
3217,rust,hard,1,25.8,0.3311,0.1447,0.2737,Problem: Taylor Series Approximation of Exponential Function
3218,rust,hard,0,21.71,0.3544,0.1059,0.1452,Circle Pattern Generator in Rust
3219,rust,hard,0,28.99,0.3193,0.1696,0.3708,Write a Rust function that performs comprehensive comparison and analysis between two integers. The function should return a map containing various comparison results and properties of the input numbers. The analysis should include:
3220,rust,medium,1,20.48,0.2663,0.1295,0.1981,Graph Type Analyzer in Rust
3221,rust,hard,0,15.85,0.2419,0.0876,0.1181,Maximum Subarray Problem with Enhanced Information
3222,rust,medium,1,22.15,0.3889,0.0818,0.1382,Maze Pathfinding with Time Constraint (Rust Implementation)
3223,rust,hard,0,14.97,0.2397,0.0874,0.0918,Optimal Number Guessing Strategy
3224,rust,hard,0,34.76,0.424,0.26,0.3333,LED Controller System
3225,rust,hard,0,21.35,0.4014,0.1008,0.0755,Problem: Digit Removal for Smallest Number
3226,rust,hard,0,18.05,0.2486,0.1242,0.1461,Problem: Mixture Color Smoke Minimization
3227,rust,hard,1,21.42,0.2882,0.1867,0.1429,Enhanced Binary Search Problem in Rust
3228,rust,hard,0,21.19,0.2711,0.1648,0.18,Problem: String Isomorphism Analysis
3229,rust,hard,0,26.85,0.4715,0.1111,0.155,Nonlinear Solver with Regularization in Rust
3230,rust,hard,0,15.85,0.119,0.05,0.3195,RPG Character Management System in Rust
3231,rust,hard,0,18.39,0.1988,0.1835,0.1646,"Implement an enhanced priority queue data structure in Rust that supports standard priority queue operations along with additional features like priority updates, merging queues, and validity checking. The priority queue should maintain elements according to a given comparison function (defaulting to min-heap behavior)."
3232,rust,hard,0,21.57,0.3221,0.1302,0.1594,Address Cache Implementation in Rust
3233,rust,hard,0,14.73,0.1989,0.0679,0.1579,Grid Conversion Analysis
3234,rust,medium,1,16.35,0.2749,0.0601,0.1183,Problem: Maximum Odd Sum Subsequence Analysis
3235,rust,hard,0,25.98,0.3785,0.1492,0.2121,3D Rotation and Velocity Measurement System in Rust
3236,rust,hard,0,18.19,0.3257,0.098,0.0741,Region Analysis in Grid Patterns
3237,rust,hard,0,29.06,0.35,0.1969,0.305,Problem: Class Field Metadata System in Rust
3238,rust,hard,0,21.53,0.3785,0.0915,0.1214,Accelerometer LED Controller System
3239,rust,hard,0,15.45,0.0964,0.1143,0.2721,Error Management System in Rust
3240,rust,hard,0,15.97,0.134,0.1519,0.2017,River Crossing Puzzle Solver in Rust
3241,rust,medium,1,17.12,0.2893,0.08,0.1048,Event Scheduling Problem in Rust
3242,rust,hard,0,14.49,0.2323,0.0483,0.125,Message Dispatcher System
3243,rust,hard,0,23.53,0.2402,0.2368,0.2273,Virtual MIDI Keypad Simulation in Rust
3244,rust,hard,0,18.5,0.3182,0.0884,0.1039,Requirements
3245,rust,hard,0,24.02,0.3433,0.1531,0.1899,Math Operations Calculator in Rust
3246,rust,hard,1,18.86,0.2979,0.0886,0.1429,City Network Analysis (Rust Implementation)
3247,rust,medium,1,26.32,0.3251,0.1952,0.2486,Advanced Pattern Search and Analysis Problem in Rust
3248,rust,hard,0,20.36,0.2558,0.1361,0.2016,2D Geometric Primitive Operations in Rust
3249,rust,hard,0,26.19,0.4309,0.141,0.1575,3D Transformation and Camera Projection System in Rust
3250,rust,hard,0,22.82,0.3571,0.1032,0.1812,Boundary Neighbor List Validator (Rust Implementation)
3251,rust,hard,1,18.25,0.2721,0.1514,0.0942,Playfair Cipher Implementation in Rust
3252,rust,hard,0,23.14,0.3085,0.1701,0.1901,User Authentication System in Rust
3253,rust,hard,0,19.87,0.3552,0.0618,0.1269,Network Path Analysis and Cost Calculation (Rust Implementation)
3254,rust,medium,1,22.16,0.226,0.2621,0.1753,String Manipulation and Analysis in Rust
3255,rust,hard,1,16.03,0.216,0.1203,0.1259,Subsequence Analysis Problem
3256,rust,medium,1,25.52,0.4488,0.1094,0.1429,Bit Manipulation Operations
3257,rust,hard,0,13.95,0.2027,0.0706,0.1242,Image Processing with PixelProcessor in Rust
3258,rust,hard,0,21.39,0.3391,0.1139,0.1471,Navigation System Implementation in Rust
3259,rust,hard,0,14.63,0.1965,0.0881,0.1377,String Processing Utility in Rust
3260,rust,hard,0,20.81,0.2163,0.1386,0.2667,Server Resource Optimization Problem in Rust
3261,rust,hard,0,18.61,0.2969,0.1073,0.117,Advanced Shell Implementation in Rust
3262,rust,hard,1,24.69,0.3642,0.1642,0.1733,Circle Geometry Operations in Rust
3263,rust,hard,0,15.83,0.2162,0.11,0.1293,ISODATA Clustering Algorithm Implementation in Rust
3264,rust,hard,0,14.54,0.136,0.1105,0.1928,Tile Management System in Rust
3265,rust,hard,1,20.68,0.3353,0.0756,0.1667,Problem: Binary String Analyzer
3266,rust,medium,1,17.48,0.2778,0.1329,0.0794,Problem: Find All Occurrences in a Rotated Sorted Array
3267,rust,hard,0,22.57,0.3111,0.1243,0.2133,"Implement a robust file copying utility in Rust that provides detailed feedback about the copy operation. The utility should handle various edge cases, measure performance metrics, and report errors appropriately."
3268,rust,hard,1,18.17,0.2722,0.0946,0.1481,ISBN Validator
3269,rust,hard,1,22.31,0.3462,0.1235,0.1587,Graph Analysis Problem in Rust
3270,rust,hard,1,18.48,0.2721,0.131,0.1222,String Manipulation Problem in Rust
3271,rust,hard,1,15.2,0.2162,0.12,0.0984,Maximum Subarray Problem with Indices and Circular Variant (Rust Implementation)
3272,rust,hard,0,17.05,0.2893,0.0863,0.0962,Problem: Minimal Exponent Finder in Modular Arithmetic (Rust Implementation)
3273,rust,hard,0,26.04,0.3529,0.1627,0.2348,Numerical Differentiation Methods in Rust
3274,rust,easy,1,21.24,0.3393,0.1138,0.1418,Number Statistics Processor in Rust
3275,rust,hard,0,21.04,0.2993,0.1085,0.1939,"Implement a financial calculator in Rust that computes depreciation periods and related financial metrics for an asset. The calculator should determine how many periods it will take for an asset's value to depreciate below a specified threshold, considering both percentage and absolute value thresholds. Additionally, it should calculate the final asset value, total depreciation amount, and effective depreciation rate."
3276,rust,medium,1,20.22,0.28,0.1567,0.1438,Text Layout Analysis
3277,rust,medium,1,24.09,0.3556,0.1547,0.1742,String Manipulation Struct Implementation in Rust
3278,rust,hard,0,19.27,0.2902,0.0718,0.1835,Maze Solver and Analyzer in Rust
3279,rust,hard,0,14.82,0.1787,0.1111,0.1447,Advanced Trie Data Structure Implementation in Rust
3280,rust,medium,1,19.23,0.3022,0.0909,0.1474,String Beauty Metrics Calculator
3281,rust,medium,0,17.81,0.2538,0.1371,0.1181,Advanced Message Decoding Problem in Rust
3282,rust,medium,1,15.78,0.2593,0.1018,0.0784,Problem: Counting n-Digit Numbers with Given Digit Sum
3283,rust,hard,1,17.65,0.2487,0.1023,0.1545,Variable Naming Convention Converter
3284,rust,medium,0,27.85,0.4138,0.15,0.2267,Animation System Implementation in Rust
3285,rust,hard,0,17.77,0.2581,0.118,0.1304,Server Connection Management System in Rust
3286,rust,hard,0,26.67,0.3846,0.1384,0.2377,Lock Picking Game Simulation in Rust
3287,rust,hard,1,27.77,0.2811,0.189,0.3617,Number Properties Analyzer in Rust
3288,rust,hard,1,26.19,0.3695,0.1781,0.2024,Book Management System in Rust
3289,rust,hard,1,21.52,0.3377,0.1274,0.1397,Problem: Analyzing Removal of Unique Integers
3290,rust,medium,1,22.76,0.3377,0.1185,0.19,Problem: Airport Gate Allocation System
3291,rust,hard,0,21.69,0.3284,0.1226,0.1623,Button and LED Controller Simulation
3292,rust,medium,1,23.13,0.3494,0.1457,0.1593,Channel Navigation Problem in Rust
3293,rust,hard,0,19.78,0.2615,0.1596,0.1509,Struct/Trait Requirements
3294,rust,medium,1,18.26,0.2849,0.0833,0.1455,Pool Membership Pricing Optimizer
3295,rust,hard,0,26.09,0.3207,0.2164,0.2258,Requirements
3296,rust,easy,1,12.73,0.1977,0.0519,0.1087,Problem: Island Statistics Analyzer
3297,rust,hard,1,22.07,0.293,0.1104,0.2346,Mathematical Operations Calculator in Rust
3298,rust,hard,0,28.08,0.4404,0.1366,0.2121,Chaikin Curve Generation and Quadrilateral Analysis in Rust
3299,rust,hard,1,16.44,0.2266,0.066,0.18,Tile Placement Problem in Rust
3300,rust,medium,0,13.01,0.1938,0.0855,0.0897,Longest Palindromic Subsequence Problem in Rust
3301,rust,hard,0,25.57,0.3613,0.1638,0.2069,3D Frenet Frame Transformation Problem in Rust
3302,rust,hard,0,16.37,0.2547,0.0838,0.1223,Binary Search Tree Implementation in Rust
3303,rust,easy,1,22.34,0.3103,0.1258,0.2051,Bit Manipulation Operations
3304,rust,hard,0,20.68,0.2428,0.1824,0.1832,Physics Particle System Simulation in Rust
3305,rust,hard,0,20.24,0.2903,0.1136,0.1739,Problem: Enhanced Normalized Cross-Correlation (NCC) Analysis
3306,rust,hard,0,17.06,0.1607,0.1582,0.1963,Bitmap Cache Management System in Rust
3307,rust,hard,0,29.01,0.2978,0.2171,0.3529,Wheelchair Controller Implementation in Rust
3308,rust,hard,1,23.26,0.3478,0.1152,0.1964,Stock Market Analysis in Rust
3309,rust,hard,0,19.11,0.3182,0.0843,0.1284,Number Pattern Analysis and Reduction Steps
3310,rust,hard,1,23.04,0.2603,0.2011,0.22,Text Processing Utility in Rust
3311,rust,hard,0,12.77,0.2383,0.037,0.071,Fuzzy Logic Controller for Wheel Velocity Control (Rust Implementation)
3312,rust,hard,0,18.62,0.2819,0.1353,0.1096,Graph Construction from Degree Sequence
3313,rust,medium,1,22.44,0.4031,0.0909,0.1196,Mathematical Operations Calculator
3314,rust,hard,1,14.42,0.284,0.0559,0.046,Programming Problem: Minimum Cuts for Rectangle Partition
3315,rust,hard,1,12.54,0.2254,0.067,0.0504,Longest Palindromic Subsequence and Minimum Deletions Problem
3316,rust,medium,1,22.32,0.3436,0.1235,0.1624,Zero Movement with Statistics
3317,rust,hard,1,19.07,0.2988,0.1357,0.1014,Maximum Subarray Sum with Segment Tree
3318,rust,hard,0,22.33,0.2663,0.1647,0.2246,String Processing Problem in Rust
3319,rust,medium,1,17.15,0.2836,0.0904,0.1032,Flood Fill Algorithm with Statistics
3320,rust,hard,0,22.46,0.2919,0.1421,0.2174,Numerical Integration Methods Implementation in Rust
3321,rust,hard,0,14.03,0.2061,0.0993,0.0938,Linked List Insertion Sort Problem in Rust
3322,rust,hard,0,14.65,0.2109,0.0743,0.1328,Pizza Order Calculator in Rust
3323,scala,hard,1,20.59,0.3011,0.1279,0.1569,Piston Push Size Management System
3324,scala,medium,1,25.05,0.2994,0.2105,0.2252,Requirements
3325,scala,hard,1,20.97,0.3202,0.1523,0.1197,Implement a Gray code generator that produces n-bit Gray codes with optional additional information. Gray code is a binary numeral system where two successive values differ in only one bit. The implementation should generate these codes and optionally include:
3326,scala,hard,0,25.45,0.3137,0.1974,0.2328,Class Requirements
3327,scala,hard,0,26.76,0.3231,0.2113,0.25,Requirements
3328,scala,hard,0,24.35,0.2865,0.2176,0.2121,Class Requirements
3329,scala,medium,0,24.1,0.3529,0.1761,0.1567,Class Requirements
3330,scala,hard,1,26.02,0.3544,0.1548,0.24,Class Requirements
3331,scala,hard,0,24.29,0.2676,0.2381,0.2148,Implement an account filtering system in Scala that filters a list of accounts based on various criteria. The system should support filtering by:
3332,scala,hard,0,23.77,0.311,0.1882,0.1894,Window Position Calculator
3333,scala,hard,0,28.32,0.3453,0.262,0.2216,Class Requirements
3334,scala,hard,1,30.43,0.3659,0.2532,0.2734,Class Requirements
3335,scala,hard,1,23.16,0.2938,0.1862,0.1942,Mastery Management System
3336,scala,medium,0,26.94,0.4467,0.1595,0.1429,Class Requirements
3337,scala,hard,0,25.79,0.349,0.18,0.2143,OAuth Scope Settings Upgrader
3338,scala,hard,0,22.78,0.3028,0.1716,0.184,Class Requirements
3339,scala,hard,0,23.72,0.4074,0.1503,0.0971,String Composition Problem
3340,scala,hard,1,20.99,0.314,0.1496,0.1313,Course Management System
3341,scala,easy,0,24.32,0.3937,0.1535,0.1323,Menu Management System for GUI Applications
3342,scala,hard,1,24.43,0.3524,0.1697,0.1747,UML Association Validator
3343,scala,hard,1,21.37,0.2314,0.2288,0.175,FizzBuzz Implementation with Custom Strings
3344,scala,hard,1,30.17,0.4065,0.2515,0.2121,Fragment Management System
3345,scala,medium,0,19.68,0.2905,0.1353,0.1333,Maze Pathfinder Problem
3346,scala,hard,0,22.54,0.2889,0.1724,0.1938,Circular Image Transformation
3347,scala,hard,1,30.78,0.3807,0.2718,0.2466,Class Requirements
3348,scala,hard,0,25.65,0.3311,0.1892,0.2243,Requirements
3349,scala,medium,0,25.85,0.366,0.1491,0.2245,"Create a Scala implementation of a 3D box geometry renderer that generates formatted information about visible faces, including texture coordinates and vertex positions. The solution must include:"
3350,scala,easy,1,25.84,0.3892,0.1405,0.2018,Class Requirements
3351,scala,hard,0,26.03,0.3156,0.181,0.2658,Class Requirements
3352,scala,hard,0,21.85,0.3086,0.1569,0.16,Animal Species and Races Management System
3353,scala,hard,0,24.22,0.2731,0.2408,0.2022,Problem Description
3354,scala,hard,1,22.64,0.3188,0.1607,0.1688,Problem Description
3355,scala,medium,1,26.72,0.2963,0.2375,0.2581,Parameters:
3356,scala,hard,0,20.36,0.3195,0.1434,0.1091,Water Droplet Physics Simulator
3357,scala,medium,0,27.18,0.3533,0.2258,0.2092,Git Repository Management System
3358,scala,hard,1,23.7,0.367,0.1546,0.146,Network Node Disconnection Manager
3359,scala,medium,1,23.99,0.2921,0.2071,0.2029,Class Requirements
3360,scala,hard,1,24.93,0.2951,0.2267,0.2109,Class Requirements
3361,scala,hard,0,32.23,0.3636,0.2698,0.3197,HTTP Request Processor Problem
3362,scala,hard,0,25.61,0.3132,0.2251,0.2109,Context-Aware Task Processor Problem
3363,scala,hard,1,19.44,0.2387,0.1402,0.1895,Collection Transformation Operations
3364,scala,easy,1,25.3,0.3361,0.1951,0.2,Requirements
3365,scala,hard,1,22.99,0.2412,0.1863,0.2584,Exception Handling Utility
3366,scala,medium,1,24.69,0.2768,0.2407,0.2132,Class Requirements
3367,scala,hard,0,28.1,0.3905,0.2256,0.1902,Requirements
3368,scala,hard,0,27.1,0.2988,0.2293,0.2756,Class Requirements
3369,scala,hard,0,21.8,0.2558,0.1656,0.22,UI Component Analyzer Problem
3370,scala,hard,1,19.93,0.2885,0.1244,0.1553,User Management System Implementation
3371,scala,hard,1,28.77,0.3782,0.2215,0.2331,Server Initialization System
3372,scala,hard,0,19.93,0.2832,0.1641,0.1227,"Implement a utility class for performing various geospatial calculations on Earth's surface. The class should provide methods to calculate distances between points, bearings between points, destination points from a given location, midpoints between two locations, and intersections of paths."
3373,scala,hard,0,29.97,0.4186,0.1862,0.2547,Class Requirements
3374,scala,hard,0,28.18,0.35,0.2211,0.2517,Class Requirements
3375,scala,hard,1,25.43,0.3315,0.1879,0.2177,SQL Query Parameter Formatter
3376,scala,medium,1,16.96,0.2011,0.1613,0.1359,Constraints
3377,scala,hard,1,19.58,0.3041,0.1088,0.1385,Pancake Flipping Problem
3378,scala,medium,1,29.57,0.3694,0.2453,0.2478,Logging Configuration Validator
3379,scala,medium,1,22.48,0.3059,0.1797,0.1616,Recommendation System Analysis
3380,scala,medium,0,31.43,0.4238,0.2384,0.2441,Navigation System for Mobile Application
3381,scala,hard,0,20.5,0.2914,0.1236,0.1712,Code Coverage Metrics Calculator
3382,scala,hard,0,29.39,0.4085,0.2286,0.2066,Class Requirements
3383,scala,easy,1,30.64,0.3774,0.2338,0.2845,Game State Management System
3384,scala,hard,0,25.11,0.3333,0.2011,0.1914,Problem Description
3385,scala,medium,1,30.45,0.3463,0.2526,0.3008,Advanced Game Controller Input Handler
3386,scala,hard,1,26.02,0.322,0.2022,0.2358,Activity Transition Simulator Problem
3387,scala,hard,0,20.37,0.3243,0.1179,0.1287,GeometricPatternAnalyzer Class
3388,scala,hard,0,27.19,0.375,0.2064,0.2,Problem Description
3389,scala,hard,0,29.5,0.4444,0.1788,0.2121,GPIO Simulator Implementation
3390,scala,medium,1,20.6,0.2682,0.1667,0.1626,UI Component Builder Problem
3391,scala,medium,1,18.44,0.2222,0.1714,0.1471,Excel Column Title Conversion
3392,scala,hard,0,20.48,0.2789,0.1232,0.1875,Class Requirements
3393,scala,hard,0,29.81,0.3632,0.2379,0.2715,Database Configuration Manager Problem
3394,scala,easy,1,23.57,0.3355,0.1908,0.1477,Implement an HL7 Message Parser in Scala
3395,scala,easy,1,24.08,0.3259,0.1471,0.2209,Class Requirements
3396,scala,hard,0,27.91,0.3041,0.2556,0.2692,Class Requirements
3397,scala,hard,0,26.29,0.369,0.2,0.1842,Class Requirements
3398,scala,hard,0,30.73,0.3228,0.3207,0.2734,Class Requirements
3399,scala,easy,1,17.12,0.2718,0.0918,0.1163,Matrix Determinant Calculator
3400,scala,hard,1,24.83,0.3242,0.1695,0.2258,Proxy Configuration Validator
3401,scala,hard,1,22.45,0.3025,0.1597,0.1852,Material Planning System Implementation
3402,scala,hard,0,24.98,0.3682,0.173,0.1688,"Implement a class `CryptoParameterValidator` that validates cryptographic parameters for elliptic curve cryptography (ECC). The class must verify that all required parameters for an elliptic curve are mathematically valid according to cryptographic standards. Validation includes checking the prime field, curve parameters, base point, public point, and cofactor."
3403,scala,medium,1,24.93,0.32,0.2174,0.187,Class Requirements
3404,scala,hard,1,22.22,0.3298,0.1637,0.1371,Binary Search Tree Validator
3405,scala,easy,0,19.51,0.2434,0.1462,0.1795,Class Requirements
3406,scala,hard,0,31.28,0.4031,0.2246,0.2807,"Implement an Elasticsearch configuration manager in Scala that handles index configurations, including page sizes and mappings. The manager must:"
3407,scala,hard,0,21.32,0.3306,0.1269,0.1429,Resource Model Generator Problem
3408,scala,hard,0,25.96,0.3949,0.1538,0.185,Requirements
3409,scala,hard,0,29.43,0.3611,0.2388,0.2609,Class Requirements
3410,scala,easy,1,24.27,0.3228,0.1505,0.2281,Enhanced Validation Utility
