index,language,difficulty,success,style_stability_score,style_entropy,indent_entropy,line_length_entropy,punctuation_entropy,identifier_style_mix,title
187,racket,hard,0,20.53,6.003,1.928,2.394,1.431,2,**Racket Programming Problem: Medical Report Management System**
188,racket,easy,1,19.63,5.971,1.972,2.267,1.482,2,**Racket Programming Problem: FizzBuzz with Input Validation**
189,racket,easy,0,13.49,6.581,1.188,2.484,2.658,2,**Problem: Determine Data Type**
190,racket,hard,1,0.5,7.059,1.857,2.84,2.112,2,**Problem: Extract Date Components**
191,racket,hard,0,0.0,9.28,3.573,3.16,2.297,2,**Racket Programming Problem: Sudoku Puzzle to DIMACS Converter**
192,racket,hard,1,0.0,7.677,2.695,2.879,1.852,2,Twitter User Analysis in Racket
193,racket,hard,1,0.0,8.274,2.525,3.175,2.324,2,**Problem: Maximum Price Difference**
194,racket,medium,1,16.43,5.464,2.252,1.459,1.753,1,**Problem: Filter Settings by Prefix**
195,racket,medium,1,0.0,7.786,2.616,2.922,1.998,2,**Problem: Dictionary Merging with Conflict Resolution in Racket**
2725,r,hard,0,0.0,8.316,1.968,2.877,2.971,3,**Programming Problem: Card Selection Challenge in R**
2726,r,hard,1,0.0,8.219,1.817,2.911,2.992,3,**Problem: Perfect Rectangle Cover Check in R**
2727,r,easy,1,0.0,8.54,1.861,2.984,3.195,3,Requirements:
2728,r,hard,0,0.0,8.177,1.829,2.875,2.973,3,**Problem: Text Preprocessing Function in R**
196,racket,hard,0,0.0,7.782,2.996,2.906,1.88,1,**Programming Problem: Category Suggestion System in Racket**
2730,r,medium,0,0.0,7.554,1.584,2.707,3.013,2,Test case 1: Simple exact match
2731,r,medium,1,17.0,6.252,0.996,2.493,2.513,2,Requirements:
2732,r,hard,1,0.0,8.34,1.855,2.967,3.018,3,Input:
2733,r,medium,1,0.0,8.296,1.742,2.772,3.282,3,**Problem: Analyzing Stock Price Changes in R**
2734,r,medium,1,0.0,8.974,2.395,2.932,3.148,3,Test case 1: Simple bipartite graph
2735,r,easy,0,0.0,8.906,2.336,2.86,3.21,3,**Programming Problem: Simple Assembly Language Interpreter in R**
2736,r,easy,1,17.14,6.393,0.748,2.528,2.617,3,**Problem: Check for 4-Digit Palindrome**
2737,r,hard,0,0.0,7.959,1.556,2.71,3.193,3,**Problem: Step Sequence Calculator in R**
2738,r,hard,0,1.0,7.397,1.387,2.852,2.657,3,**Problem: Find the Position in Fibonacci Sequence**
2739,r,hard,0,0.0,8.884,1.999,3.05,3.085,4,Expected output (partial):
2740,r,hard,0,0.0,8.168,2.158,2.577,2.933,3,**Weather Information Processor in R**
2741,r,medium,0,31.02,5.318,0.523,1.925,2.37,3,**Programming Problem: Form Data Greeting Generator in R**
2742,r,hard,1,15.02,6.663,0.503,2.864,2.796,3,Test case 1: Small 2x2 image with one black and three white pixels
2743,r,medium,1,15.3,6.61,0.559,2.523,3.028,3,**Problem: Calculating Lidstone Probability**
2744,r,hard,0,0.0,8.202,1.88,2.846,2.976,3,**Data Visualization Calculations in R**
2745,r,hard,0,0.0,8.654,2.004,3.018,3.132,3,Test Case 1
2746,r,hard,0,0.0,8.247,1.62,2.957,2.921,4,**Problem: Format Text with Typographic Conventions**
2747,r,hard,0,1.47,7.445,1.242,2.78,2.923,3,Your implementation here
2748,r,hard,0,3.17,7.41,1.037,2.871,3.003,3,Test Case 1
2749,r,hard,1,1.66,7.347,1.342,2.815,2.691,3,Your code here
2750,r,hard,1,0.0,8.328,1.75,2.42,3.409,4,**Programming Problem: User System with Login and Application Features (R Version)**
2751,r,hard,1,0.0,7.84,1.352,2.73,3.008,4,Your implementation here
2752,r,medium,1,0.0,9.468,2.606,3.02,3.342,3,**Problem: Counting Connected Regions in a Binary Grid**
2753,r,hard,0,0.0,8.41,1.854,3.077,2.979,3,**Problem: Calculate Regression Metrics in R**
2754,r,medium,1,0.0,8.103,1.565,2.839,3.199,3,**Problem: Find the First Unique Character in a String**
2755,r,medium,0,0.0,8.685,1.982,2.889,3.314,3,**Fabric Overlap Counter in R**
2756,r,hard,1,16.01,6.51,0.634,2.396,2.979,3,Test case 1: Simple odometry estimation
2757,r,hard,0,0.0,7.638,1.132,3.053,2.953,3,Test Case 1: Simple grid generation
2758,r,hard,1,0.2,7.17,1.802,2.148,2.97,2,**Problem: Bottom-Up Level Order Traversal of a Binary Tree**
2759,r,medium,1,4.86,7.317,0.953,3.011,2.853,3,**R Programming Problem: Cross-Entropy Calculation**
2760,r,medium,1,0.0,8.114,1.841,2.436,3.087,4,Test case 1
2761,r,hard,0,0.0,8.051,1.864,2.724,2.962,3,**Problem: Decompress Run-Length Encoded List**
2762,r,hard,0,0.0,8.952,2.031,3.242,3.179,3,**Problem: Mutual Exclusion Checker**
2763,r,hard,0,0.0,8.022,1.686,2.844,2.992,3,**Programming Problem: Merge VCF Files Command Generator (R Version)**
2764,r,hard,1,0.0,8.28,1.656,3.121,3.003,3,**Problem: Neural Network Weight Conversion in R**
2765,r,hard,0,17.09,6.396,0.753,2.806,2.337,3,Test case 1
2766,r,hard,0,3.44,7.17,0.927,2.65,3.093,3,Input Format:
2767,r,hard,1,0.0,8.191,1.86,2.816,3.015,3,Your implementation
2768,r,hard,0,0.0,8.041,1.505,3.038,2.998,3,Test Case 1: Successful mining and validation
2769,r,hard,0,0.0,9.513,2.382,3.204,3.177,4,Input Format
2770,r,hard,0,0.0,7.696,1.446,3.064,2.687,3,Expected output:
2771,r,hard,1,0.0,7.724,1.545,2.979,2.699,3,Test case 1: Basic classification metrics
2772,r,hard,0,0.0,7.784,1.964,2.597,2.722,3,Requirements:
2773,r,hard,1,0.0,8.098,1.73,2.849,3.018,3,**Problem: Implement a Simple Neural Network Trainer in R**
2774,r,hard,1,5.91,7.155,1.091,2.85,2.714,3,**Pendulum Physics Calculator**
2775,r,medium,1,0.0,8.417,1.936,2.86,3.121,3,**Video Frame Processing in R**
2776,r,hard,1,0.0,8.391,1.85,2.947,2.844,4,Test Case 1: Successful mock connection
2777,r,hard,0,0.0,8.201,1.738,2.815,3.148,3,**Problem: Find Fixed Point in a Sorted Vector**
2778,r,easy,1,0.0,7.848,1.807,2.609,2.932,3,**Problem: Wood Cutting Optimization in R**
2779,r,hard,1,0.0,7.844,1.435,2.868,3.041,3,Test Case
2780,r,hard,0,0.0,7.185,1.115,2.816,2.504,4,Test case 1: Drive command - move forward at 200 mm/s
2781,r,medium,0,0.0,8.74,2.196,2.932,3.112,3,Input:
2782,r,medium,0,0.0,8.391,1.726,2.982,3.184,3,Test case 1: Simple addition (1 + 0 = 1 at position 0)
2783,r,hard,0,0.0,8.389,2.464,2.444,2.981,3,**R Programming Problem: Crafting System Implementation**
2784,r,hard,1,0.27,7.596,1.149,2.821,3.126,3,**Problem: Banknote Calculator**
2785,r,hard,0,0.0,8.646,1.802,2.919,3.175,4,**Problem: Simulate Mass Transfer in a Tower (R Version)**
2786,r,hard,0,0.0,7.356,1.499,2.407,2.951,3,**Password Safety Checker**
2787,r,hard,0,0.0,8.982,2.131,3.048,3.303,3,Test case 1: Simple 2-class problem
2788,r,medium,1,0.0,7.888,1.723,2.874,2.79,3,Test case 1: Simple intersection of two non-parallel lines
2789,r,hard,1,12.38,6.477,1.338,2.106,2.534,3,**Programming Problem: Tensor Gradient Computation in R**
2790,r,hard,0,0.0,8.049,1.321,3.168,2.809,4,Test case 1: Get all products (no filters)
2791,r,medium,1,0.0,8.287,1.758,3.095,2.934,3,**Speed Limit Violation Calculator**
2792,r,easy,1,8.86,6.909,1.096,2.482,2.832,3,**Problem: Generate a Square Pattern in R**
2793,r,easy,1,16.69,6.428,0.684,2.664,2.58,3,R Programming Problem: Image URL Processor
2794,r,hard,1,0.0,8.214,2.013,2.856,2.846,3,**Problem Description:**
2795,r,hard,0,4.63,7.153,1.177,2.81,2.666,3,Test case 1: Simple case (1s orbital)
2796,r,hard,0,0.0,8.122,1.702,2.778,3.142,3,Test with grayscale image
2797,r,hard,1,0.0,8.655,2.333,2.903,2.92,3,output should be:
2798,r,hard,0,0.0,8.413,1.65,3.198,3.064,3,**Problem: Analyze Group Statistics in R**
2799,r,hard,1,0.0,8.042,1.555,3.007,2.981,3,**Problem: Check S3 Bucket Versioning Status in R**
2800,r,hard,0,0.0,8.565,1.706,2.967,3.142,4,**Problem: Calculate Font Metrics in R**
2801,r,hard,1,0.0,8.097,1.595,3.047,2.955,3,**Programming Problem: Stall Distance Calculation**
2802,r,hard,0,0.0,7.683,1.125,2.982,2.827,4,Test case 1: Discrete probability distribution
2803,r,medium,1,0.0,8.27,1.995,2.819,2.956,3,**Problem: Maximizing Stock Profit with Transaction Fee**
2804,r,hard,1,0.0,8.905,2.108,3.191,2.855,4,Assume the file 'test_demo.txt' contains:
2805,r,hard,0,21.85,6.157,0.391,2.483,2.783,3,**Problem: Convert Global Coordinates to Local Vehicle Coordinates (R Version)**
2806,r,easy,1,0.0,8.164,2.024,2.819,2.82,3,Test case 1: Simple binary tree
2807,r,medium,0,0.0,8.18,2.036,2.726,2.918,3,**Breadth-First Search (BFS) Traversal in R**
2808,r,hard,0,0.0,8.709,1.599,3.022,3.338,4,**Problem: Validate IP Addresses**
2809,r,hard,0,0.0,8.755,2.211,3.041,3.003,3,Test Case: Basic case with all fields
2810,r,hard,0,0.0,8.416,1.732,3.035,3.149,3,Create fingerprint database for testing
2811,r,hard,0,0.0,7.574,1.425,2.688,2.96,3,**Problem: Neural Network Activation Calculation in R**
2812,r,hard,0,0.0,7.978,1.654,2.859,2.966,3,Test Case 1
2813,r,easy,1,7.31,7.077,1.022,2.727,2.827,3,**Problem: Calculate Future Value of an Investment**
2814,r,hard,1,0.0,8.249,1.176,3.175,3.149,4,Function Descriptions:
2815,r,medium,0,0.0,8.554,1.897,2.902,3.255,3,**Cows and Bulls Game Counter**
2816,r,medium,1,0.0,8.424,1.626,3.091,3.207,3,Input Format:
2817,r,hard,0,0.0,8.694,1.816,2.935,3.193,4,**Hat Distribution Validator**
2818,r,hard,0,26.09,5.642,0.64,2.481,2.02,3,Your implementation here
2819,r,medium,1,0.0,8.351,1.936,2.805,3.11,3,**Problem Description:**
2820,r,hard,0,12.93,6.62,0.996,2.277,2.847,3,**R Text Colorizer**
2821,r,medium,1,0.0,7.73,1.186,2.838,3.205,3,Function Specifications:
2822,r,easy,1,2.32,7.339,1.3,2.642,2.897,3,**Problem: Generate an Isosceles Triangle Pattern in R**
2823,r,medium,1,0.0,8.892,2.368,2.951,3.074,3,Create test data.frame
2824,r,hard,1,0.0,7.797,1.685,2.741,2.87,3,**Factorial Base Finder**
2825,r,hard,0,0.0,7.728,1.117,2.86,3.251,3,**Problem: Logistic Map Simulation in R**
2826,r,hard,1,0.0,8.762,1.928,2.913,3.422,3,**Problem: Largest Square of Ones in a Binary Matrix**
2827,r,hard,0,15.18,6.654,0.494,2.961,2.699,3,Test Case 1: Very close to prior
2828,r,hard,0,0.59,7.5,1.196,2.709,3.095,3,**Problem: Image Pixel Value Adjustment in R**
2829,r,hard,0,1.93,7.342,1.337,2.346,3.159,3,**Problem: Convert Hexadecimal String to Nano Grams**
2830,r,easy,0,0.0,7.527,1.337,2.804,2.886,3,**Problem: Count Remaining Elements After Removing Top K Frequent Elements**
2831,r,hard,1,0.0,7.982,1.511,3.075,2.896,3,Test Case 1: Small batch with minimal dimensions
2832,r,easy,1,0.0,8.365,1.985,2.755,3.125,3,**Problem: Count Non-Participating Elements in a Sequence (R Version)**
2833,r,hard,1,0.0,8.714,2.08,3.023,3.111,3,Test case 1
2834,r,hard,1,0.0,7.813,1.736,2.448,3.129,3,**Problem: Constructible Target Array**
2835,r,medium,1,0.0,8.145,1.626,2.986,3.033,3,**Problem: Length of Longest Substring Without Repeating Characters**
2836,r,hard,1,0.0,7.638,1.27,2.829,3.04,3,Test case 1: Text box completely inside table
2837,r,hard,1,0.0,8.563,1.815,3.145,3.103,3,Test case 1: Simple graph with 3 vertices
2838,r,medium,1,0.0,7.844,1.319,2.866,3.159,3,**Problem: Calculate the H-Index**
2839,r,hard,0,0.0,8.802,1.909,3.089,3.054,4,Test case 1: Basic status check
2840,r,hard,0,2.07,7.541,1.856,2.262,2.922,3,Test case 1: Simple binary tree with 3 nodes
2841,r,hard,1,1.51,7.437,1.229,2.723,2.735,4,Function Specifications:
2842,r,hard,0,0.0,8.544,2.007,2.996,3.041,3,**Problem: Minimum Sugar Bags**
2843,r,easy,1,12.19,6.845,1.384,2.123,2.837,3,**Media File Organizer in R**
2844,r,medium,1,19.49,6.176,0.722,2.646,2.308,3,**Sock Pairing Problem**
2845,r,hard,0,1.61,7.497,1.13,2.814,3.052,3,Test Case 1: Initial game state
2846,r,hard,0,0.0,7.636,1.991,2.453,2.692,3,Test Case 1: Minimal data
2847,r,easy,1,1.24,7.302,1.406,2.691,2.455,4,Test case 1: Simple ASCII text
2848,r,hard,1,0.0,7.718,1.304,2.816,3.098,3,**Problem: Alien Population Growth Simulation**
2849,r,hard,1,1.96,7.484,1.096,2.833,3.055,3,**Problem: Logical Operator Token Parser**
2850,r,easy,1,3.4,7.423,0.978,2.951,2.993,3,**Roman Numeral Converter**
2851,r,medium,1,6.18,7.316,0.73,3.121,2.714,4,"Expected result: matrix(c(1, 1, 1, 1), nrow = 2)"
2852,r,hard,0,0.0,8.737,1.968,2.969,3.3,3,Test case 1: Valid parameters
2853,r,hard,1,0.0,8.944,2.272,3.094,3.079,3,Test 1 - Simple INSERT
2854,r,easy,1,0.0,8.217,1.426,2.944,3.348,3,**Problem: Bounded Robot Movement**
2855,r,hard,1,0.0,8.786,2.534,2.721,3.031,3,Your code here
2856,r,hard,0,2.98,7.319,1.241,2.954,2.624,3,**Problem Description:**
2857,r,easy,1,0.0,8.164,1.471,3.195,2.748,4,**Problem: COVID-19 Impact Estimation in R**
2858,r,hard,0,0.0,8.044,1.829,2.78,2.936,3,Your implementation here
2859,r,hard,1,0.0,8.325,1.51,2.946,3.119,4,**Problem: City-State Lookup in R**
2860,r,hard,1,0.0,7.563,1.406,2.774,2.883,3,**Problem: Detrend Time Series Data by Differencing**
2861,r,hard,1,0.0,7.94,1.824,2.617,2.999,3,Setup test case inputs
2862,r,hard,1,0.0,8.601,2.183,2.849,3.068,3,**Problem: Counting Rook Captures in Chess**
2863,r,hard,1,0.0,7.857,1.597,2.753,3.006,3,**Problem: Reorganize String**
2864,r,hard,0,4.29,7.405,1.765,2.445,2.695,3,Test Case 1
2865,r,medium,1,0.35,7.521,1.268,3.101,2.653,3,**Programming Problem: Code Execution Processor**
2866,r,hard,0,0.0,7.903,1.136,3.124,3.143,3,"Should return list(start = ""/c/en/cat"", end = ""/c/en/dog"")"
2867,r,hard,0,4.89,7.424,1.553,2.507,2.864,3,Test case 1: Basic author creation
2868,r,medium,1,3.57,7.425,0.947,2.859,3.119,3,"result1 should be list(total_bases = 7, gc_bases = 3, gc_percentage = 42.86)"
2869,r,medium,1,0.0,7.854,1.456,2.636,3.012,4,**R Programming Problem: Data Validator**
2870,r,hard,1,0.0,7.881,1.526,2.704,3.151,3,Functions to Implement:
2871,r,easy,1,0.0,7.692,1.466,2.777,2.948,3,**Sudoku Move Validation and Completion Check (R Version)**
2872,r,medium,0,0.0,8.094,1.571,2.984,3.039,3,**Problem: Alternating Letter Capitalization**
2873,r,medium,0,0.0,8.954,2.281,2.876,3.297,3,**Problem: Find All Unique Triplets That Sum to Zero**
2874,r,easy,1,7.39,7.019,1.122,2.505,2.892,3,**Problem: Sum of Factorials**
2875,r,easy,1,0.0,8.236,1.639,3.075,2.772,4,**Population Data Analysis in R**
2876,r,medium,1,0.0,7.919,1.274,3.017,2.878,4,Example directory structure:
2877,r,medium,1,0.0,7.741,1.72,2.849,2.672,3,Test case 1: Simple rotation around z-axis
2878,r,medium,0,0.0,8.264,1.967,2.902,2.895,3,**Depth-First Search (DFS) Traversal in R**
2879,r,hard,0,0.0,8.06,1.922,2.792,2.846,3,Test case 1: Simple binary tree
2880,r,easy,1,2.13,7.391,1.242,2.74,2.91,3,**Problem Description:**
2881,r,hard,1,0.0,7.542,1.361,2.584,3.097,3,**Problem: Longest Palindrome Length**
2882,r,medium,1,1.06,6.928,1.899,2.103,2.426,3,**Problem: Simulate Post Liking API Response**
2883,r,hard,1,0.0,7.919,1.604,2.774,3.041,3,**Problem: Reverse Vowels in a String**
2884,r,hard,0,0.0,8.147,2.125,2.742,2.78,3,**Guess the Number Validator**
2885,r,medium,1,0.0,8.609,2.02,2.682,3.157,4,**Problem: Validate IP Address**
2886,r,medium,0,0.0,8.165,2.021,2.671,2.972,3,Expected result:
2887,r,easy,1,6.98,7.106,1.014,2.535,3.056,3,**Problem: Calculate Basic Statistics in R**
2888,r,easy,1,10.93,6.763,0.985,2.7,2.578,3,"Possible output: ""fire detected. Confidence: 85%"""
2889,r,hard,0,0.0,8.201,1.599,2.975,2.876,4,Create a temporary YAML file for testing
2890,r,hard,0,0.0,7.937,1.299,2.998,3.139,3,Function Specification:
2891,r,easy,1,0.0,8.652,2.163,2.737,3.252,3,Your implementation here
2892,r,hard,1,10.25,6.832,1.022,2.867,2.693,2,**Problem Statement: Implement a Power Function in R**
2893,r,medium,1,0.0,7.796,1.539,2.821,2.936,3,**Problem: Calculate Average F1 Score for Image Concept Matching in R**
2894,r,medium,1,0.0,8.028,1.649,2.773,3.106,3,**Problem Statement: Counting Zero-Sum Quadruples**
2895,r,medium,1,16.3,6.126,1.32,1.912,2.394,3,**Problem: Translate RNA to Protein**
2896,r,hard,0,0.0,7.472,1.68,2.252,3.039,3,**Problem: Detect Cycles in an Undirected Graph**
2897,r,hard,0,0.36,7.54,1.236,2.502,3.302,3,**Problem: Extract Valid Phone Numbers from Text**
2898,r,medium,1,0.0,8.351,2.116,3.016,2.719,3,**Problem: One Edit Away**
2899,r,easy,1,0.0,7.863,2.149,2.67,2.543,3,Test case 1: Simple tree with left leaves
2900,r,hard,0,0.0,7.869,1.721,2.873,2.774,3,**Problem: Finding and Summing Proper Divisors**
2901,r,hard,0,12.59,6.893,0.454,2.589,3.1,4,**Problem: Clean Social Media Text**
2902,r,hard,0,0.0,8.639,2.044,2.999,3.096,3,Test case 1: Valid team endpoint
2903,r,hard,0,0.0,8.17,1.705,3.08,2.885,3,Test case 1: Rotation around x-axis
2904,r,hard,0,0.0,8.743,2.085,3.132,3.025,3,**Password Validation System**
2905,r,hard,1,0.0,7.938,1.692,2.651,2.845,4,**R Programming Problem: Alphabet Rangoli Generator**
2906,r,hard,1,0.0,7.946,1.477,2.641,3.328,3,**Zigzag String Conversion in R**
2907,r,hard,1,0.0,7.999,1.483,2.89,3.127,3,**Polybius Square Cipher in R**
2908,r,medium,1,0.0,8.845,2.086,2.936,3.323,3,**Problem: Find the Area of the Largest Square of '1's**
2909,r,hard,1,0.0,7.829,1.537,2.783,3.009,3,**Problem: Sum of Squares in a Range**
2910,r,hard,0,0.0,8.691,2.264,2.938,2.739,4,Test case 1: Creating a Room
2911,r,hard,1,0.0,8.582,1.86,2.737,3.234,4,Requirements:
2912,r,medium,1,0.0,8.932,1.919,3.132,3.13,4,Input:
2913,r,easy,1,0.0,8.294,2.126,2.902,2.766,3,**Problem: One Edit Away**
2914,r,hard,0,0.0,7.861,1.557,2.61,3.193,3,**Problem: Calculate MRT Fare**
2915,r,hard,0,0.0,7.847,1.873,2.366,3.108,3,**Problem: Breadth-First Search (BFS) Traversal in R**
2916,r,hard,1,0.0,7.68,1.599,2.825,2.755,3,**Problem: Pedestrian Graph Construction in R**
2917,r,easy,1,14.52,6.552,0.868,2.608,2.575,3,**Problem: Calculate Vector Norm**
2918,r,hard,0,0.0,8.223,1.732,3.11,2.631,4,Function Specification:
2919,r,hard,0,0.0,8.353,1.814,2.94,3.099,3,**Problem: Simulate a Pong Game Ball Movement in R**
2920,r,hard,0,0.0,8.717,2.119,2.653,3.195,4,**Problem: Process Node Capacitance Mapping**
2921,ruby,hard,1,30.91,5.509,0.65,2.085,2.274,3,**Problem Description:**
2922,r,easy,1,0.0,7.813,1.318,2.696,3.299,3,Input Format:
2923,ruby,hard,1,10.68,7.057,1.156,2.45,2.95,3,**Problem: Minimum Path Sum in a Grid**
2924,ruby,hard,0,0.0,8.779,2.354,2.75,3.175,3,Test case 1: Single IP translation
2925,ruby,hard,0,0.0,8.201,1.849,2.765,3.087,3,Test case 1: Normal welcome click
2926,ruby,hard,1,0.0,8.425,1.83,2.832,3.263,3,**Problem: Minimum Cost to Guess a Number**
2927,ruby,medium,1,0.0,8.486,1.993,2.875,3.118,3,Functions to Implement:
2928,r,hard,0,0.0,7.508,1.371,2.841,2.796,3,**Programming Problem: Light Effects Simulator (R Version)**
2929,r,hard,0,0.0,8.365,1.999,3.036,2.83,3,Test case 1: Low scoring match
2930,ruby,medium,1,0.0,9.096,2.569,2.826,3.201,3,Methods to Implement:
2931,ruby,easy,0,0.0,7.743,2.108,2.096,3.039,3,**Binary Search Tree Traversal Verification (Ruby Version)**
2932,ruby,hard,1,0.0,8.991,2.385,2.677,3.428,3,Expected output:
2933,ruby,easy,1,13.17,6.893,1.091,2.39,2.912,3,**Problem: Classify Triangles**
2934,ruby,easy,1,0.0,8.38,1.745,2.8,3.334,3,Setup test environment
2935,ruby,easy,1,0.82,7.791,1.371,2.877,3.043,3,"Suppose a directory contains: file1.txt, document.pdf"
2936,ruby,hard,1,1.5,7.818,1.256,2.961,3.101,3,Test case 1
2937,ruby,easy,1,0.0,9.167,2.7,2.842,3.125,3,Test case 1: Basic hash cleaning
2938,ruby,hard,1,0.0,8.099,1.431,2.971,3.197,3,Test case 1: 4 points on a circle
2939,ruby,easy,1,0.0,8.435,1.871,2.86,3.204,3,**Minimum Window Substring**
2940,ruby,hard,0,0.0,9.359,2.635,2.828,3.396,3,"Test Case 1: Cartesian shapelets (nmax=2, beta=1.0)"
2941,ruby,hard,0,0.0,7.963,1.669,2.806,2.988,3,**Ruby Programming Problem: Buffer Overflow Vulnerability Checker**
2942,ruby,hard,1,0.0,9.122,2.306,2.93,3.386,3,Your implementation here
2943,ruby,easy,1,8.53,6.531,1.74,2.089,2.202,3,your code here
2944,ruby,medium,1,6.63,7.387,1.245,2.507,3.135,3,Test Case 1: Constant parameters
2945,ruby,hard,0,0.0,8.319,1.51,3.009,3.3,3,Implement a k-Nearest Neighbors (k-NN) classifier in Ruby with the following functions:
2946,ruby,medium,1,3.0,7.498,1.263,2.637,3.098,3,**Problem: String to Integer (atoi)**
2947,ruby,hard,1,0.0,8.167,2.004,3.131,2.532,3,Test case 1: Simple fractional coordinates
2948,ruby,hard,0,0.0,8.52,2.267,2.805,2.949,3,**Problem: Calculate Genomic Flanking Regions**
2949,ruby,hard,0,0.0,7.978,1.468,2.715,3.295,3,Initialize page manager
2950,ruby,hard,0,0.0,8.421,2.055,2.59,3.275,3,Test Case 1: Minimal valid configuration
2951,ruby,hard,0,11.74,6.857,1.614,2.324,2.419,3,**Problem Description:**
2952,ruby,hard,0,13.39,6.667,1.364,2.366,2.437,3,**Problem: Cricket Match Data Extractor**
2953,ruby,medium,1,0.0,8.162,1.69,2.664,3.308,3,**Excel 4.0 Macro Language Translator (Ruby Version)**
2954,ruby,hard,1,0.0,7.696,1.118,2.864,3.214,3,Test 1: Get top symbols by volume
2955,ruby,easy,1,0.0,8.109,1.824,2.674,3.111,3,Test case 1: Simple increasing prices
2956,ruby,hard,0,0.0,8.819,2.757,2.35,3.212,3,Test Case 1
2957,ruby,hard,1,0.0,8.464,2.068,2.737,3.158,3,**Problem: List Virtual Machine Instances for Tenants**
2958,ruby,medium,1,0.0,8.979,2.429,2.645,3.406,3,Output (first two elements):
2959,ruby,medium,0,0.0,8.308,2.05,2.596,3.162,3,**Problem: Extract EDUs from RST Strings**
2960,ruby,easy,0,0.0,8.676,1.68,3.067,3.429,3,Requirements:
2961,ruby,easy,1,1.81,7.611,1.75,2.602,2.759,3,Ruby Script Execution Error Handler
2962,ruby,hard,1,1.09,7.753,1.578,2.488,3.186,3,Test Case 1
2963,ruby,medium,1,14.48,6.838,0.811,2.75,2.777,3,**Problem Description:**
2964,ruby,hard,0,21.08,6.367,0.503,2.511,2.853,3,Test case 1
2965,ruby,hard,1,0.0,8.021,1.743,2.539,3.238,3,Function Specification:
2966,ruby,hard,1,0.0,8.463,1.498,3.192,3.273,3,Example 1: Accessing element in nested array
2967,ruby,medium,1,0.0,9.034,2.17,3.13,3.234,3,Input Format:
2968,ruby,hard,1,0.0,9.002,2.017,2.958,3.527,3,**Network Loopback Interface Configuration Simulator (Ruby Version)**
2969,ruby,hard,1,0.0,8.337,1.732,2.813,3.292,3,your implementation
2970,ruby,hard,1,0.0,8.076,1.708,2.85,3.018,3,**Problem: Manchester Encoding Schemes**
2971,ruby,hard,0,0.0,8.31,1.84,2.948,3.022,3,**Ruby Programming Problem: E-commerce Checkout System Validation**
2972,ruby,hard,0,0.0,8.083,1.705,2.625,3.003,4,Test case 1: Simple message send/receive
2973,ruby,hard,1,0.62,7.898,1.235,2.976,3.187,3,**Problem: Convert Guitar Chord Tabs to Relative Pitch Class Profile**
2974,ruby,hard,1,0.0,8.027,1.38,2.673,3.474,3,"Expected output: [0.9820, nil]"
2975,ruby,medium,1,0.0,8.055,1.263,2.965,3.328,3,**Problem: Algorithm Complexity Analyzer**
2976,ruby,medium,0,4.86,7.546,1.213,2.733,3.099,3,**Problem: Comparing Matrix Diagonals**
2977,ruby,hard,1,0.0,8.564,1.602,2.999,3.462,3,**File Organization for Machine Learning Datasets in Ruby**
2978,ruby,hard,1,0.0,8.458,1.346,3.158,3.454,3,Functions to Implement:
2979,ruby,hard,1,1.92,7.749,1.379,2.697,3.173,3,Test Case 1: Basic state transition with listeners
2980,ruby,hard,1,15.26,6.661,1.298,2.182,2.681,3,**TCP Flag Name Converter**
2981,ruby,hard,0,0.0,8.36,1.964,2.722,3.174,3,Test case 1
2982,ruby,easy,1,8.88,7.26,1.061,2.858,2.841,3,Test Case 1: Basic functionality
2983,ruby,medium,1,5.51,7.462,1.306,2.619,3.038,3,Your code here
2984,ruby,hard,0,0.0,8.291,1.479,3.038,3.274,3,Test case 1
2985,ruby,hard,1,6.46,7.403,1.276,2.691,2.936,3,Test case 1: Main dictionary entry
2986,ruby,medium,1,2.15,7.383,1.826,2.44,2.616,3,**Problem: Largest Prime Factor**
2987,ruby,hard,0,0.0,8.274,1.852,3.072,2.85,3,Test case 1: Valid sequence
2988,ruby,easy,1,0.0,7.891,1.919,2.638,2.833,3,**Problem: Find the Longest Reciprocal Cycle**
2989,ruby,medium,0,0.0,8.492,2.059,2.821,3.112,3,Test case 1: Simple BPSK mapping
2990,ruby,hard,0,0.0,8.13,1.499,3.002,3.129,3,**Problem: Astronomical Data Processing in Ruby**
2991,ruby,hard,1,17.59,6.527,1.087,2.5,2.44,3,**Problem Description:**
2992,ruby,easy,1,19.93,6.424,0.65,2.855,2.418,3,Your implementation here
2993,ruby,easy,1,5.03,7.376,1.714,2.46,2.702,3,**Problem: Find the First Triangle Number with Given Divisors**
2994,ruby,hard,0,0.62,7.649,1.908,2.339,2.903,3,Test case 1: Simple perfect binary tree
2995,ruby,hard,1,14.9,6.756,1.05,2.159,3.047,3,**Programming Problem: Bit Manipulation and Matrix Generation (Ruby Version)**
2996,ruby,hard,1,0.0,8.535,2.163,2.768,3.103,3,Functions to Implement:
2997,ruby,hard,0,0.0,8.137,2.05,2.361,3.227,3,Test case 1: List current directory
2998,ruby,hard,0,0.0,8.633,2.043,2.815,3.275,3,your code
2999,ruby,hard,1,4.66,7.049,2.261,1.878,2.661,2,Your code here
3000,ruby,hard,0,0.0,8.115,1.742,2.699,3.174,3,**Problem: Filter Valid Customers by Arrival Time**
